variable,question_text
Q66E,"Q66e. Handling narrowing income gaps | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Narrowing gaps between rich and poor?"
Q66F,"Q66f. Handling reducing crime | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Reducing crime?"
Q66G,"Q66g. Handling improving basic health services | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Improving basic health services?"
Q66H,"Q66h. Handling addressing educational needs | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Addressing educational needs?"
Q66I,"Q66i. Handling providing water and sanitation services | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Providing water and sanitation services?"
Q66J,"Q66j. Handling ensuring enough to eat | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Ensuring everyone has enough to eat?"
Q66K,"Q66k. Handling fighting corruption | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Fighting corruption in government?"
Q66L,"Q66l. Handling and maintaining roads and bridges | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Maintaining roads and bridges?"
Q66M,"Q66m. Handling providing reliable electric supply | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Providing a reliable supply of electricity?"
Q67A,"Q67a. Local govt. handling maintaining roads | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Maintaining local roads?"
Q67B,"Q67b. Local govt. handling maintaining local markets | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Maintaining local market places?"
Q68A,"Q68a. Performance: President | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: President [NAME OF PRESIDENT]"
Q68B,"Q68b. Performance: MP/National Assembly rep. | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your Member of Parliament?"
Q68C,"Q68c. Performance: local government councilor | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your Elected Local Government Councilor?"
Q68D,"Q68d. Performance: traditional leader | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your Traditional Leader?"
Q69A,"Q69a. Who responsible: MPs do jobs | Who should be responsible for: Making sure that, once elected, Members of Parliament do their jobs?"
Q69B,"Q69b. Who responsible: local councilors do jobs | Who should be responsible for: Making sure that, once elected, local government councilors do their jobs?"
Q69C,"Q69c. Who responsible: president does job | Who should be responsible for: Making sure that, once elected, the president does his job?"
Q70A,"Q70a. Difficulty to find out what taxes or fees to pay | Based on your experience, how easy or difficult is it to obtain the following services from government? Or do you never try and get these services from government: To find out what taxes and fees you are supposed to pay to the government?"
Q70B,"Q70b. Difficulty to avoid paying taxes | Based on your experience, how easy or difficult is it to obtain the following services from government? Or do you never try and get these services from government: To avoid paying the income or property taxes that you owe to government?"
Q71A,Q71a. People can fight corruption | Please tell me whether you agree or disagree with the following statement: ordinary people can make a difference in the fight against corruption?
Q71B,Q71b. Most effective way to combat corruption | What is the most effective thing that an ordinary person like you can do the help combat corruption in this country?
Q71BOTHER,Q71bother. Most effective way to combat corruption (verbatim)
Q72,"Q72. Contact with government court or tribunal | In the last 5 years, how often, if ever, have you or anyone in your family been directly involved in a administrative, civil or criminal case that has come before a government court or tribunal as a claimant, as a respondent or defendant, or as a witness?"
Q73A,Q73a. Problems with courts: too expensive | Have you encountered any of these problems in your experience with government courts in the past 5 years? You were unable to pay necessary costs and fees
Q73B,Q73b. Problems with courts: too complex | Have you encountered any of these problems in your experience with government courts in the past 5 years? You could not understand the legal processes and procedures
Q73C,Q73c. Problems with courts: no advice | Have you encountered any of these problems in your experience with government courts in the past 5 years? You could not obtain legal counsel or advice 47
Q73D,Q73d. Problems with courts: judge did not listen | Have you encountered any of these problems in your experience with government courts in the past 5 years? The judge or magistrate did not listen to your side of the story
Q73E,Q73e. Problems with courts: long delays | Have you encountered any of these problems in your experience with government courts in the past 5 years? There were long delays in handling or resolving the case
Q74A,"Q74a. 1st reason for not taking case to court | Sometimes people do not take a case to the government courts, even if they think they have a legitimate complaint and deserve justice. In your opinion, what would be the most important reason that people like yourself would not take a case to court? And what would be the second most important reason?"
Q74AOTHER,Q74aOther. 1st reason for not taking case to court (verbatim)
Q74B,"Q74b. 2nd reason for not taking case to court | Sometimes people do not take a case to the government courts, even if they think they have a legitimate complaint and deserve justice. In your opinion, what would be the most important reason that 48 people like yourself would not take a case to court? And what would be the second most important reason?"
Q74BOTHER,Q74bOther. 2nd reason for not taking case to court (verbatim)
Q75A,"Q75a. Right or wrong: not paying for the government services | I am now going to ask you about a range of different actions that some people take. For each of the following, please tell me whether you think the action is not wrong at all, wrong but understandable, or wrong and punishable: Not paying for the services they receive from government?"
Q75B,"Q75b. Right or wrong: not paying the taxes | I am now going to ask you about a range of different actions that some people take. For each of the following, please tell me whether you think the action is not wrong at all, wrong but understandable, or wrong and punishable: Not paying the taxes they owe on their income?"
Q76,"Q76. Free movement across borders vs. limit movement | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: People living in [West/South/East/North/Central] Africa should be able to move freely across international borders in order to trade or work in other countries. Statement 2: Because foreign migrants take away jobs, and foreign traders sell their goods at very cheap prices, governments should protect their own citizens and limit the cross-border movement of people and goods. 49"
Q77,"Q77. Regional responsibility to prevent abuses vs. respect sovereignty of nations | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: The governments of each country in [West/South/East/North/Central] Africa have a duty to try to guarantee free elections and prevent human rights abuses in other countries in the region, for example by using political pressure, economic sanctions or military force. Statement 2: Each country in this region should respect the independence of other countries and allow them to make their own decisions about how their country should be governed."
Q78,"Q78. Difficulty of crossing borders | In your opinion, how easy or difficult is it for people in [West/South/East/North/Central] Africa to cross international borders in order to work or trade in other countries, or haven’t you heard enough to say?"
Q79A,"Q79a. Regional organisation helps country | In your opinion, how much do each of the following do to help your country, or haven’t you heard enough to say? [Regional organization (ECOWAS / SADC / EAC/ IGAD / or regional equivalent in North Africa)]"
Q79B,"Q79b. African Union helps country | In your opinion, how much do each of the following do to help your country, or haven’t you heard enough to say? African Union"
Q80A,"Q80a. Model country for development | In your opinion, which of the following countries, if any, would be the best model for the future development of our country?"
Q80AOTHER,Q80aother. Model country for development (verbatim)
Q80B,"Q80b. Country with most influence | I Which of the following do you think has the most influence on [ENTER COUNTRY], or haven’t you heard enough to say?"
Q81A,"Q81a. China's influence on economy | Now let’s talk about the role that China plays in our country. How much influence do you think China’s economic activities in [ENTER COUNTRY] have on our economy, or haven’t you heard enough to say?"
Q81B,"Q81b. China's influence: positive or negative | Now let’s talk about the role that China plays in our country. In general, do you think that China’s economic and political influence on [ENTER COUNTRY] is mostly positive, or mostly negative, or haven’t you heard enough to say?"
Q81C,"Q81c. Positive image of China | Now let’s talk about the role that China plays in our country. Which of the following factors contributes most to positive image of China in [ENTER COUNTRY], or haven’t you heard enough to say?"
Q81D,"Q81d. Negative image of China | Now let’s talk about the role that China plays in our country. Which of the following factors contributes most to negative images of China in [ENTER COUNTRY], or haven’t you heard enough to say?"
Q81E,"Q81e. China's assistance does a good job at meeting country's needs | Now let’s talk about the role that China plays in our country. In your opinion, does China’s economic development assistance to [ENTER COUNTRY] do a good job or a bad job of meeting the country’s needs, or haven’t you heard enough to say?"
Q82A_NAF,"Q82A_NAF. Impact of Arab Spring: Northern Africa | During 2011, several Arab countries in North Africa witnessed a wave of popular protests demanding democracy and improvements in human rights, popularly known as the ‘Arab Spring’: Do you think the Arab Spring has had a positive impact, a negative impact, or no impact on: The North African region?"
Q82B_NAF,"Q82B_NAF. Impact of Arab Spring in country | Do you think the Arab Spring has had a positive impact, a negative impact, or no impact on : Your Country?"
Q83A_NAF,"Q83A_NAF. Freedom of Speech now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: Freedom of speech"
Q83B_NAF,"Q83B_NAF. Govt respect for human rights now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: The government’s respect for human rights"
Q83C_NAF,"Q83C_NAF. Preservation of law, order and stability now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: The preservation of law, order and stability"
Q83D_NAF,"Q83D_NAF. Corruption among public officials now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: Corruption among public officials"
Q83E_NAF,"Q83E_NAF. Income gap between rich and poor now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: The income gap between the rich and the poor"
Q83F_NAF,"Q83F_NAF. Regional inequality now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: 53 Regional inequality"
Q83G_NAF,"Q83G_NAF. Public's right to choose leaders now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: The public’s right to choose political leaders"
Q83H_NAF,"Q83H_NAF. Political competition now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: Political competition that gives people choices among political leaders"
Q83I_NAF,"Q83I_NAF. Reputation of Govt now vs before Arab Spring | Comparing the situation in your country today to how things were four years ago before the Arab Spring, do you think the following things have increased, decreased or stayed the same: Respect for the government of this country"
Q84_NAF,"Q84_NAF. Govt can violate human rights to ensure peace and security vs never violate human rights | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Government should prioritize ensuring security and fighting terrorism, even if it undermines democracy and human rights. Statement 2: Government should prioritize strengthening democracy and protecting human rights, even if this undermines security and the fight against terrorism."
Q85A_NAF,"Q85A_NAF. How active is Islamic movement in country: ISIL | How active do you think each of the following Islamic movements are in Tunisia: The Islamic State of Iraq and the Levant, known as ISIL?"
Q85B_NAF,"Q85B_NAF. How active is Islamic movement in country: AQIM | How active do you think each of the following Islamic movements are in Tunisia: Al Qaida in the Maghreb, known as AQIM?"
Q86A_NAF,"Q86A_NAF. Extent of threat by ASIL and AQIM | In your opinion, to what extent do ISIL or AQIM pose a threat to Tunisia’s security?"
Q86B1_NAF,"Q86B1_NAF. Main reason people join ASIL - 1st response | Do you think that the ISIL or AQIM movements in Tunisia arise mostly from within the country due to Tunisia’s own social and political conflicts, or that they are mostly created by foreign actors?"
Q86B1_NAF_OTHER,Q86B1_NAF_OTHER. Other (1st response) (verbatim)
Q86B2_NAF,Q86B2_NAF. Main reason people join ASIL - 2nd response
Q86B2_NAF_OTHER,Q86B2_NAF_OTHER. Other (2nd response) (verbatim)
Q87,"Q87. Tribe or ethnic group | Let us get back to talking about you. What is your ethnic community, cultural group or tribe?"
Q87OTHER,Q87other. Tribe or ethnic group (verbatim)
Q88A,"Q88a. Ethnic group treated unfairly | How often, if ever, are ___________s [R’s Ethnic Group] treated unfairly by the government?"
Q88B,Q88b. Ethnic or national identity | Let us suppose that you had to choose between being a [ENTER NATIONALITY] and being a ________ [R’s Ethnic Group]. Which of the following best expresses your feelings?
Q89A,"Q89a. Neighbours: people of different religion | For each of the following types of people, please tell me whether you would like having people from this group as neighbors, dislike it, or not care: People of different religion."
Q89B,"Q89b. Neighbours: people of different ethnicity | For each of the following types of people, please tell me whether you would like having people from this group as neighbors, dislike it, or not care: People from other ethnic groups."
Q89C,"Q89c. Neighbours: homosexuals | For each of the following types of people, please tell me whether you would like having people from this group as neighbors, dislike it, or not care: Homosexuals."
Q89D,"Q89d. Neighbours: people with HIV/AIDS | For each of the following types of people, please tell me whether you would like having people from this group as neighbors, dislike it, or not care: People who have HIV/AIDS."
Q89E,"Q89e. Neighbours: immigrants and foreign workers | For each of the following types of people, please tell me whether you would like having people from this group as neighbors, dislike it, or not care: Immigrants or foreign workers."
Q90A,Q90a. Close to political party | Do you feel close to any particular political party?
Q90B,Q90b. Which party | Which party is that?
Q90BOTHER,Q90bother. Which party (verbatim)
Q91A,Q91a. Own radio | Which of these things do you personally own: Radio?
Q91B,Q91b. Own television | Which of these things do you personally own: Television?
Q91C,"Q91c. Own motor vehicle, car, or motorcycle | Which of these things do you personally own: Motor vehicle, car or motorcycle?"
Q91D,Q91d. Own mobile phone | Which of these things do you personally own: Mobile phone?
Q92A,Q92a. How often use a mobile phone | How often do you use: A mobile phone?
Q92B,Q92b. How often use the internet | How often do you use: The Internet?
Q93A,"Q93a. Source of water for household use | Please tell me whether each of the following are available inside your house, inside your compound, or outside your compound: your main source of water for household use?"
Q93B,"Q93b. Location of toilet or latrine | Please tell me whether each of the following are available inside your house, inside your compound, or outside your compound: A toilet or latrine"
Q94,Q94. Electric connection from mains | Do you have an electric connection to your home from the mains? [If yes] How often is the electricity actually available?
Q95,"Q95. Employment status | Do you have a job that pays a cash income? If yes, is it full-time or part-time? If no, are you presently looking for a job?"
Q96A,"Q96a. Occupation of respondent | What is your main occupation? (If unemployed, retired or disabled, what was your last main occupation?)"
Q96B,"Q96b. Employer of respondent | Do you work for yourself, for someone else in the private sector or the non-governmental sector, or for government?"
Q97,Q97. Education of respondent | What is your highest level of education?
Q98A,"Q98a. Religion of respondent | What is your religion, if any?"
Q98AOTHER,Q98aother. Religion of respondent (verbatim)
Q98B,"Q98b. Religious practice | People practice their religion in different ways. Aside from weddings and funerals, how often do you personally engage in religious practices like prayer, reading a religious book, or attending a religious service or a meeting of a religious group? Would you say you do so:"
Q99,"Q99. Vote for which party | If a presidential election were held tomorrow, which party’s candidate would you vote for?"
Q99OTHER,Q99other. Vote for which party (verbatim)
Q100,Q100. Perceived survey sponsor | Just one more question: Who do you think sent us to do this interview?
ENDTIME,Time interview ended
LENGTH,Length of interview
Q101,Q101. Gender of respondent | Respondent’s gender
Q102,Q102. Race of respondent | Respondent’s race
Q102OTHER,Q102other. Race of respondent (verbatim)
Q103,Q103. Language of interview | What was the primary language used in the interview?
Q103OTHER,Q103other. Language of interview (verbatim)
Q104,Q104. Type of shelter of respondent | In what type of shelter does the respondent live?
Q105,Q105. Roof of respondent's home | What was the roof of the respondent’s home or shelter made of?
Q106,Q106. Others present | Were there any other people immediately present who might be listening during the interview?
Q107A,Q107a. Check with others | Did the respondent check with others for information to answer any question?
Q107B,Q017b. Influence by others | Do you think anyone influenced the respondent’s answers during the interview?
Q107C,Q107c. Approached by community/ party representatives | Were you approached by community and/or political party representatives?
Q107D,Q107d. Feel threatened | Did you feel threatened during the interview?
Q107E,Q107e. Physically threatened | Were you physically threatened during the interview?
Q108,Q108. Proportion difficulty answering | What proportion of the questions do you feel the respondent had difficulty answering?
Q110A,"Q110a. Respondent friendly | What was the respondent’s attitude toward you during the interview? Was he or she: friendly, in between, or hostile?"
Q110B,"Q110b. Respondent interested | What was the respondent’s attitude toward you during the interview? Was he or she: interested, in between, or bored?"
Q110C,"Q110c. Respondent cooperative | What was the respondent’s attitude toward you during the interview? Was he or she: cooperative, in between, or uncooperative?"
Q110D,"Q110d. Respondent patient | What was the respondent’s attitude toward you during the interview? Was he or she: patient, in between, or impatient?"
Q110E,"Q110e. Respondent at ease | What was the respondent’s attitude toward you during the interview? Was he or she: at ease, in between, or suspicious?"
Q110F,"Q110f. Respondent honest | What was the respondent’s attitude toward you during the interview? Was he or she: honest, in between, or misleading?"
Q112,Q112. Interviewer’s number | Interviewer’s number
Q113,Q113. Interviewer’s age | Interviewer’s age
Q114,Q114. Interviewer’s gender | Interviewer’s gender 70
Q115,Q115. Interviewer urban or rural | Do you come from a rural or urban area?
Q116,Q116. Interviewer’s home language | Interviewer’s home language
Q116OTHER,Q116other. Interviewer's home language (verbatim)
Q116A1,Q116a1. Interviewer's tribe or ethnic group
Q116A1_OTHER,Q116a1other. Interviewer's tribe or ethnic group (verbatim)
Q117,Q117. Interviewer’s education | Interviewer’s highest level of education
withinwt,Within country weighting factor
Combinwt,Multi-country weighting factor
AGE_COND,Age condensed
EDUC_COND,Education condensed
RELIG_COND,Religion condensed
R1.only,R1.only
R2.only,R2.only
R3.only,R3.only
R4.only,R4.only
R5.only,R5.only
West.Africa.only,COUNTRY.BY.REGION = 1 (FILTER)
East.Africa.only,COUNTRY.BY.REGION = 2 (FILTER)
Southern.Africa.only,COUNTRY.BY.REGION = 3 (FILTER)
North.Africa.only,COUNTRY.BY.REGION = 4 (FILTER)
Central.Africa.only,COUNTRY.BY.REGION = 5 (FILTER)
