variable,question_text
Q65H,"Handling addressing educational needs | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Addressing educational needs?"
Q65I,"Handling providing water and sanitation services | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Providing water and sanitation services?"
Q65J,"Handling ensuring enough to eat | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Ensuring everyone has enough to eat?"
Q65K,"Handling fighting corruption | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Fighting corruption in government?"
Q65L,"Handling resolving violent conflict between communities | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Resolving violent conflict between communities?"
Q65M,"Handling combating HIV/AIDS | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Combating HIV/AIDS?"
Q65N,"Handling and maintaining roads and bridges | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Maintaining roads and bridges?"
Q65O,"Handling providing reliable electric supply | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Providing a reliable supply of electricity?"
Q65P,"Handling empowering women | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Empowering women?"
Q66A,Local govt. handling maintaining roads
Q66B,Local govt. handling maintaining local markets
Q66C,Local govt. handling health standards in restaurants
Q66D,Local govt. handling keeping community clean
Q66E,Local govt. handling the use of land
Q67A,"Difficulty to obtain identity document | Based on your experience, how easy or difficult is it to obtain the following services from government? Or do you never try and get these services from government: An identity document, such as a birth certificate, driver’s license, passport or voter’s card?"
Q67B,"Difficulty to obtain household services | Based on your experience, how easy or difficult is it to obtain the following services from government? Or do you never try and get these services from government: Household services like piped water, electricity or telephone?"
Q67C,"Difficulty to obtain help from the police | Based on your experience, how easy or difficult is it to obtain the following services from government? Or do you never try and get these services from government: Help from the police?"
Q67D,"Difficulty to obtain primary school placement | Based on your experience, how easy or difficult is it to obtain the following services from government? Or do you never try and get these services from government: A place in a public primary school for a child?"
Q67E,"Difficulty to obtain medical treatment | Based on your experience, how easy or difficult is it to obtain the following services from government? Or do you never try and get these services from government: Medical treatment at a public clinic or hospital?"
Q68A,Problems with schools: too expensive | Have you encountered any of these problems with your local public schools during the past 12 months: Services are too expensive / unable to pay?
Q68B,Problems with schools: textbooks and supplies | Have you encountered any of these problems with your local public schools during the past 12 months: Lack of textbooks or other supplies? 43
Q68C,Problems with schools: poor teaching | Have you encountered any of these problems with your local public schools during the past 12 months: Poor teaching?
Q68D,Problems with schools: absent teachers | Have you encountered any of these problems with your local public schools during the past 12 months: Absent teachers?
Q68E,Problems with schools: overcrowded classrooms | Have you encountered any of these problems with your local public schools during the past 12 months: Overcrowded classrooms?
Q68F,Problems with schools: poor facilities | Have you encountered any of these problems with your local public schools during the past 12 months: Poor conditions of facilities?
Q69A,Problems with public clinic: too expensive | Have you encountered any of these problems with your local public clinic or hospital during the past 12 months: Services are too expensive / unable to pay?
Q69B,Problems with public clinic: lack of medicine/supplies | Have you encountered any of these problems with your local public clinic or hospital during the past 12 months: Lack of medicines or other supplies?
Q69C,Problems with public clinic: lack of attention/ respect | Have you encountered any of these problems with your local public clinic or hospital during the past 12 months: Lack of attention or respect from staff?
Q69D,Problems with public clinic: absent doctors | Have you encountered any of these problems with your local public clinic or hospital during the past 12 months: Absent doctors?
Q69E,Problems with public clinic: long waiting time | Have you encountered any of these problems with your local public clinic or hospital during the past 12 months: Long waiting time?
Q69F,Problems with public clinic: dirty facilities | Have you encountered any of these problems with your local public clinic or hospital during the past 12 months: Dirty facilities?
Q70A,Received free visits or medicines | Do you or anyone in this household receive any of the following: Free visits or medicines from a public or government-run health clinic or hospital?
Q70B,Received pension or grant | Do you or anyone in this household receive any of the following: Food for children from a government-run school feeding program? | Do you or anyone in this household receive any of the following: An old age pension or grant from the government?
Q70C,Q70c. Received pension or grant
Q71A,Performance: President/Prime Minister
Q71B,Performance: MP/National Assembly rep.
Q71C,Performance: local government councilor
Q72A,Who responsible: MPs do jobs
Q72B,Who responsible: local councilors do jobs
Q72C,Who responsible: President/Prime Minister does job
Q73A,Payments required: general sales tax
Q73A_ARB,Women and men should have equal work opportunities
Q73B,"Payments made: license fees to local government | Regardless of whether you are able to pay them, are you required to pay each of the following, or haven’t you been able to find out about this: License fees to local government, for example, for a bicycle, cart, business or market stall?"
Q73B_ARB,A woman can become the prime minister or president of a Muslim state
Q73C,"Payments made: property rates or taxes | Regardless of whether you are able to pay them, are you required to pay each of the following, or haven’t you been able to find out about this: Property rates or taxes?"
Q73C_ARB,Women’s share of inheritance should be equal to that of men
Q73D,"Payments made: income taxes | Regardless of whether you are able to pay them, are you required to pay each of the following, or haven’t you been able to find out about this: If you have paid employment, are you required to pay an income tax, that is, a tax deducted from your wages by your employer? 48"
Q73D_ARB,Women and men should have equal rights in making a decision to divorce
Q73E,"Payments required: self-employer taxes | Regardless of whether you are able to pay them, are you required to pay each of the following, or haven’t you been able to find out about this: If you are self employed, are you required to pay a tax on the earnings from your business or job?"
Q74,"Payments required to powerful people | In the last year, how often have powerful people or groups other than government, such as criminals or gangs, made people in your community or neighborhood pay them money in return for protecting them, their property or their businesses?"
Q75A,"Difficulty to find out what taxes or fees to pay | Based on your experience, how easy or difficult is it to do each of the following: To find out what taxes and fees you are supposed to pay to the government?"
Q75B,"Difficulty to find out how government uses the revenues | Based on your experience, how easy or difficult is it to do each of the following: To find out how government uses the revenues from people’s taxes and fees?"
Q75C,"Difficulty to avoid paying taxes | Based on your experience, how easy or difficult is it to do each of the following: To avoid paying the income or property taxes that you owe to government?"
Q76A,"Right or wrong: not paying for the government services | I am now going to ask you about a range of different actions that some people take. For each of the following, please tell me whether you think the action is not wrong at all, wrong but understandable, or wrong and punishable: Not paying for the services they receive from government?"
Q76B,"Right or wrong: not paying the taxes | I am now going to ask you about a range of different actions that some people take. For each of the following, please tell me whether you think the action is not wrong at all, wrong but understandable, or wrong and punishable: Not paying the taxes they owe on their income?"
Q77,"Why avoid paying taxes **Values: 0-10, 661, 780, 1622, 9995, 9997, 9998, 9999, -1 **Value Labels: 0=People don't avoid paying, 1=The tax system is unfair, 2=The taxes are too high, 3=People cannot afford to pay, 4=The poor services they receive from government, 5=Government does not listen to them, 6=Government wastes tax money, 7=Government officials steal tax money, 8=They know they will not be caught, 9=Greed / selfishness, 10=Ignorance, don't know how to pay or don’t understand need to pay, 661=Negligence, 780=Government stopped people from paying the tax(s), 1622=Employers don't deduct or don't give to government, 9995=Other, 9997=Not asked, 9998=Refused, 9999=Don't know, -1=Missing * Not asked in ALG, EGY, MRC, SUD, TUN | What do you think is the main reason that some people avoid paying government the taxes and fees that they owe?"
Q77OTHER,Q77other. Why avoid paying taxes (verbatim)
Q78,"Violence never justified vs. sometimes necessary | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. **Statement 1: The use of violence is never justified in [Ghanaian] politics today. Statement 2: In this country, it is sometimes necessary to use violence in support of a just cause."
Q78A1,Q78A1. Help from African Union
Q84,"Tribe or ethnic group **Values: 1, 100-110, 140-165, 180-199, 220-229, 260-283, 300-322, 340-355, 380-395, 420-441, 460-472, 500-519, 540-564, 580-594, 620-669, 700-713, 740-805, 807-816, 820-852, 860-883, 900-907, 930-944, 1100-1107, 1140- 1160, 1180-1182, 1220-1243, 1245-1264, 1300-1310, 2220-2227, 2620-2623, 2740-2760, 9990, 9995, 9998-9999, -1 **Value Labels: 1=Adja, 2=Afrikaaner, 3=Akan, 4=Arabe, 5=Bobo, 6=Chewa, 7=Coloured, 8=Dafing, 9=English, 10=Fon, 11=Haoussa, 12=Hausa, 13=Kissi, 14=Konkomba, 15=Koro, 16=Kru, 17=Lomwe, 18=Lozi, 19=Mada, 20=Malinké, 21=Maure, 22=Mende, 23=Ndau, 24=Ndebele, 25=Ngoni, 26=Nyanja, 27=Peulh, 28=Sena, 29=Senga, 30=Tonga, 31=Tumbuka, 32=Vai, 33=Venda, 34=Yoruba, 102=Bariba, 103=Dendi, 105=Ditamari, 107=Yoa, 108=Boo, 109=Waama, 110=Natimba, 140=Mokgatla, 141=Mokwena, 142=Mongwato, 143=Mongwaketse, 144=Motlokwa, 145=Moherero, 146=Morolong, 147=Mosarwa, 148=Mokalaka/Mokalanga, 149=Mosubeya, 150=Motawana, 151=Mokgalagadi, 152=Moyeyi/Moyei, 153=Mohurutshe, 154=Mokhurutshe, 155=Mmirwa, 156=Mongologa, 157=Modamara, 158=Mombukushu, 159=Molete, 160=Motswapong, 161=Motlharo, 162=Motlhaping, 163=Mokgothu, 164=Motalaote, 165=Mopedi, 180=Mossi, 181=Dioula, 182=Peulh, 183=Goumantche, 184=Gourounsi, 185=Bissa, 187=Birifor, 188=Dagari, 189=Lobi, 190=Samo, 191=Sénoufo, 192=Bwaba, 193=Goin, 194=Yanan, 195=Marka, 196=Kassena, 197=Fulse, 198=Toussian, 220=Related to regional origin (badio/sampadjudo), 221=African, 222=American or european, 223=Related to age, 224=Related to gender, 225=Related to occupation, 226=Related to religion, 227=Related to class, 228=Related to race, 261=Ewe/Anglo, 262=Ga/Adangbe, 263=Dagomba, 265=Dagarti, 266=Waale, 267=Mosi, 268=Sissala, 269=Kontonkoli, 270=Talensi, 271=Kasina, 272=Frafra, 273=Gruma, 274=Bimoba, 275=Bulsa, 276=Nandom, 277=Kusasi, 278=Mamprusi, 280=Guan, 281=Gonja, 282=Nzema, 283=Other Northern tribes, 300=Kikuyu, 301=Luo, 302=Luhya, 303=Kamba, 304=Kalenjin, 305=Kisii, 306=Meru / Embu, 307=Maasai / Samburu, 308=Mijikenda, 309=Taita, 310=Somali, 311=Pokot, 312=Turkana, 313=Tharaka, 314=Teso, 315=Sabaot, 316=Rendile, 317=Pokomo, 318=Mbeere, 319=Kuria, 320=Borana, 321=Arabic, 322=Oroma, 340=Mokoena, 341=Motaung, 342=Mohlakoana/Motebang, 343=Mofokeng, 344=Mosiea, 345=Motsoeneng, 346=Motloung, 347=Lephuthing, 348=Mophuthi, 349=Motlokoa, 350=Letebele, 351=Lekholokoe, 352=Lekhoakhoa, 353=Mokubung, 354=Mothepu, 355=Mokhatla, 380=Bassa, 381=Belle, 382=Dei, 383=Gbandi, 384=Gio, 385=Gola, 386=Grebo, 388=Kpelle, 389=Krahn, 391=Lorma, 392=Mandingo, 393=Mano, 420=Antakarana, 421=Antambahoaka, 422=Antandroy, 423=Antanosy, 424=Antefasy, 425=Antemoro, 426=Antesaka, 427=Bara, 428=Betsileo, 429=Betsimisaraka, 430=Bezanozano, 431=Mahafaly, 432=Merina, 433=Sakalava, 434=Sihanaka, 435=Tanala, 436=Tsimihety, 437=Vezo, 438=Makoa, 439=Sahafatra, 440=Tealaotra, 441=Zafisoro, 461=Nkhonde, 462=Lambya, 463=Chewa, 464=Yao, 465=Ngoni, 467=Mang’anja, 469=Sukwa, 472=Ndali, 501=Bambara, 502=Bella, 504=Bozo, 506=Dogon, 509=Kakolo, 510=Khassonké, 513=Mianka, 514=Peulh / Fulfude, 515=Samogo, 516=Senufo, 517=Soninké / Sarakollé, 518=Sonrhaï, 519=Tamasheq, 540=Makua, 544=Changana, 545=Chope, 546=Bitonga, 547=Makonde, 548=Chuabo, 549=Ajaua, 551=Barue, 552=Marenge, 553=Nhungue, 554=Tewe, 555=Matswa, 556=Tawala, 557=Muani, 559=Manhawa, 560=Ronga, 561=Tacuane, 562=Manica, 564=Gorongozi, 580=Wambo, 581=Herero, 582=Caprivian, 583=Kavango (Rukwangali, Rumanyo, Hambukushu), 584=German, 587=Portuguese, 588=Nama, 589=Damara, 591=Subia, 593=Tswana, 594=Baster, 621=Igbo, 623=Efik, 624=Ebira, 625=Fulani, 626=Isoko, 627=Ibibio, 628=Kanuri, 629=Tiv, 630=Nupe, 631=Ijaw, 632=Edo, 633=Igala, 634=Urhobo, 635=Idoma, 636=Itsekiri, 637=Ikwere, 638=Awori, 639=Tapa, 640=Kalabari, 641=Birom, 642=Shuwa-Arab, 643=Jukun, 644=Gwari, 645=Ogoni, 646=Anang, 647=Yakhor, 648=Okpella, 649=Tarok, 650=Esan, 651=Ika, 51 652=Gbagyi, 653=Okrika, 654=Bajju, 655=Gwoza, 656=Ibaji, 657=Kataf, 658=Migili, 660=Wolof, 661=Pulaar/Toucouleur, 662=Serer, 663=Mandinka/Bambara, 664=Soninke, 665=Diola, 666=Manjack, 668=BAYNOUK, 669=BALANTE, 703=Xhosa, 704=Pedi/Spedi/North Sotho, 705=Sesotho/Sotho/South Sotho, 706=Setswana/Tswana, 707=Shangaan, 708=Swazi, 710=Zulu, 711=White/European, 713=Indian, 740=Kinyakyusa, 741=Kichaga, 742=Kihaya, 743=Kingoni, 744=Kikwere, 745=Kipare, 746=Kihehe, 747=Kimakonde, 748=Kinyamwezi, 749=Kisukuma, 750=Kimasai, 751=Kimeru, 752=Kikurya, 753=Kigogo, 754=Kiluguru, 755=Kifipa, 756=Kimanyema, 757=Kinyiramba, 758=Kinyaturu, 759=Mbena, 760=Mha, 761=Mhangaza, 762=Muiraqi, 763=Mjaluo, 764=Mjita, 765=Mkinga, 766=Mtongwe, 767=Mmwera, 768=Mndali, 769=Mndendeule, 770=Mnyambo, 771=Mpogoro, 772=Msambaa, 773=Myao, 774=Mzaramo, 775=Mzigua, 776=Mzinza, 777=Mdoe, 778=Muarusha, 779=Msumbwa, 780=Muganda, 781=Munyankole, 782=Munyoro, 783=Musoga, 784=Mugishu, 785=Mukhonjo, 786=Munyole, 787=Ateso, 788=Acholi, 789=Alur, 790=Lugbara, 791=Madi, 792=Japhadhola, 793=Musamia, 794=Mugwere, 795=Mukiga, 796=Mutooro, 797=Langi, 798=Sabinyi, 799=Karamajong, 800=Mutagwenda, 801=Mufumbira, 802=Munyarwanda, 803=Mululi, 804=Aringa, 805=Kumam, 806=Kakwa, 807=Mulamogi, 808=Aliba, 820=Bemba, 825=Nsenga, 827=Kaonde, 828=Luvale, 829=Namwanga, 830=Lunda, 831=Bisa, 832=Nkoya, 833=Mambwe, 834=Lenje, 836=Soli, 837=Ila, 838=Ushi, 840=Mbunda, 841=Kunda, 842=Lala, 843=Lamba, 844=Lungu, 847=Tokaleya, 848=Bwile, 849=Ngumbo, 851=Tabwa, 852=Goba, 861=Shona, 862=Zezuru, 863=Korekore, 864=Karanga, 865=Manyika, 868=Kalanga, 870=Vhitori, 871=Shangani, 872=Nambya, 873=Maungwe, 874=Buja, 875=Bocha, 876=Sotho, 878=Mixed=race, 879=Hwesa, 880=Chikunda, 881=Chewa, 882=Shangwe, 883=Malawian, 900=Afro-Mauritian (Creole), 901=Chenese, 902=Euro-Mauritian (white), 903=Hindu, 904=Marathi, 905=Muslim, 906=Tamil, 907=Telegu, 930=Creole, 931=Fulla, 933=Kono, 935=Kuranko, 936=Limba, 937=Loko, 938=Madingo, 940=Sherbro, 941=Susu, 942=Temne, 944=Yalunka, 1101=Zarrma/Songhaï, 1103=Touareg, 1104=Kanouri, 1105=Gourmatché, 1107=Toubou, 1140=Ewé, 1141=Mina (Guen), 1142=Kabyè, 1143=Tem (Kotokoli), 1144=Ben (Moba), 1145=Nawdem (Losso), 1146=Lama (Lamba), 1147=Ifè (Ana), 1148=Ikposso (Akposso), 1149=N’Tcha (Bassar), 1152=Ouatchi, 1153=Akébou, 1154=Gourma, 1156=Ngam-Gam, 1157=Tchamba, 1159=Aklobo, 1160=Tchokossi (Anoufom), 1180=Hutu, 1181=Tutsi, 1182=Twa, 1220=Beti, 1221=Bameleké, 1222=Sawa, 1224=Nso, 1225=Bakweri, 1226=Basa, 1227=Baya, 1228=Arabe choua, 1229=Bafia, 1230=Bafut, 1231=Bakassi, 1232=Bakundu, 1233=Bali Gashu, 1235=Bamoun, 1236=Bangwa, 1237=Batanga, 1238=Batibo, 1239=Bayangi, 1240=Daba, 1241=Dii, 1242=Fali, 1243=Foulbé, 1245=Guidar, 1246=Guiziga, 1247=Hina, 1248=Kapsiki, 1249=Kotoko, 1251=Mafa, 1252=Maka, 1253=Mandara, 1254=Mankon, 1255=Massa, 1256=Mbamois, 1257=Mbo, 1258=Mboum, 1259=Moudang, 1261=Krou, 1262=Mandé du Nord, 1263=Mandé du Sud, 1264=Gur (Voltaïque), 1300=Soussou, 1303=Guérzé, 1304=Kissien, 1305=Toma, 1306=Djalounké, 1307=Kouranko, 1308=Landouma, 1309=Diakanké, 2220=Mousgoum, 2221=Njikwa, 2222=Oku, 2223=Peule, 2224=Tikari, 2225=Toupouri, 2226=Wimbum, 2227=Yamba, 2621=Chamba, 2622=Jaba, 2740=Misubi, 2741=Misimbiti, 2742=Mkerewe, 2743=Mmbulu, 2744=Msangu, 2745=Mmakua, 2746=Mkwaya, 2747=Msafwa, 2748=Mrangi, 2749=Mpangwa, 2750=Mndengereko, 2751=Mngindo, 2752=Mnguu, 2753=Mnyiha, 2754=Mnyamwanga, 2755=Mtumbatu, 2756=Mswahili, 2757=Mshirazi, 2758=Mpemba, 2759=Mnyasa, 2760=Mgunya, 9990=National identity only, or ""doesn't think of self in those terms"", 9995=Others, 9997=Not asked, 9998=Refused, 9999=Don't know, -1=Missing | Let us get back to talking about you. What is your ethnic community, cultural group or tribe?"
Q84OTHER,Q84other. Tribe or ethnic group (verbatim)
Q85A,Ethnic group treated unfairly | How often is [Respondent’s Ethnic Group] treated unfairly by the government?
Q85B,Ethnic or national identity
Q85C,Proud of nationality
Q86A,Right to be citizen: born in country with one non-citizen parent
Q86B,Right to be citizen: born in country with two non-citizen parents
Q86C,Right to be citizen: wife of citizen husband
Q86D,Right to be citizen: husband of citizen wife
Q86E,Right to be citizen: lived and worked in country
Q86F,Right to be citizen: hold dual citizenship
Q87,"Most people can be trusted | Let’s turn to your views on your fellow citizens. Generally speaking, would you say that most people can be trusted or that you must be very careful in dealing with people?"
Q88A,Trust relatives | How much do you trust each of the following types of people: Your relatives?
Q88B,Trust neighbors | How much do you trust each of the following types of people: Your neighbors?
Q88C,Trust other people you know | How much do you trust each of the following types of people: Other people you know?
Q89A,Close to political party | Do you feel close to any particular political party?
